quarter,annee,department,departs_confirmes,candidats_en_cours,postes_a_lancer,turnover_month_pct,postes_ouverts_actuels,effectif_actuel
1970Q2,1970,Juridique,5,38,7,3.3866666666666667,10,49
1970Q2,1970,Marketing,7,33,2,3.7466666666666666,7,62
1970Q2,1970,Opérations,13,96,22,4.886666666666667,32,92
1970Q2,1970,R&D,7,95,19,2.93,24,84
1970Q2,1970,RH,4,54,9,2.42,15,58
1970Q2,1970,Support,9,36,1,4.3533333333333335,7,68
1970Q2,1970,Ventes,19,97,4,7.733333333333333,16,83
1970Q3,1970,Achats,6,47,2,2.22,9,95
1970Q3,1970,Administration,3,49,9,1.1500000000000001,13,92
1970Q3,1970,Finance,7,68,6,3.0766666666666667,14,79
1970Q3,1970,IT,15,68,0,6.153333333333333,11,81
1970Q3,1970,Juridique,1,33,1,0.6466666666666666,6,53
1970Q3,1970,Marketing,6,75,22,3.3699999999999997,18,67
1970Q3,1970,Opérations,10,152,13,3.6999999999999997,24,103
1970Q3,1970,R&D,10,87,5,4.233333333333333,20,83
1970Q3,1970,RH,2,52,6,1.19,15,62
1970Q3,1970,Support,4,23,2,1.9966666666666668,6,67
1970Q3,1970,Ventes,8,63,14,3.31,18,87
1970Q4,1970,Achats,8,39,18,2.9299999999999997,22,92
1970Q4,1970,Administration,6,48,3,2.2433333333333336,9,93
1970Q4,1970,Finance,4,48,4,1.6666666666666667,9,84
1970Q4,1970,IT,6,55,12,2.566666666666667,19,79
1970Q4,1970,Juridique,3,21,3,1.9400000000000002,7,52
1970Q4,1970,Marketing,11,74,11,5.823333333333333,16,69
1970Q4,1970,Opérations,10,85,3,3.3000000000000003,13,107
1970Q4,1970,R&D,8,87,15,3.2733333333333334,23,87
1970Q4,1970,RH,7,58,8,3.956666666666667,14,64
1970Q4,1970,Support,7,35,10,3.633333333333333,12,64
1970Q4,1970,Ventes,18,71,5,7.513333333333333,13,79
1971Q1,1971,Achats,10,64,9,3.7533333333333334,20,93
1971Q1,1971,Administration,6,32,7,2.1866666666666665,11,92
1971Q1,1971,Finance,5,41,7,2.026666666666667,9,86
1971Q1,1971,IT,12,60,1,5.45,12,75
1971Q1,1971,Juridique,1,25,1,0.63,5,54
1971Q1,1971,Marketing,7,51,5,3.4933333333333336,14,69
1971Q1,1971,Opérations,11,50,0,3.61,7,102
1971Q1,1971,R&D,12,96,5,4.76,17,86
1971Q1,1971,RH,9,53,5,4.926666666666667,12,62
1971Q1,1971,Support,6,67,4,3.266666666666666,10,64
1971Q1,1971,Ventes,7,102,16,3.0233333333333334,19,82
1971Q2,1971,Achats,10,71,5,3.6666666666666665,13,95
1971Q2,1971,Administration,7,39,1,2.6133333333333337,7,90
1971Q2,1971,Finance,9,34,3,3.6533333333333338,7,82
1971Q2,1971,IT,7,67,3,3.263333333333333,11,72
1971Q2,1971,Juridique,4,14,1,2.526666666666667,4,52
1971Q2,1971,Marketing,4,59,5,1.8766666666666667,11,73
1971Q2,1971,Opérations,8,61,20,2.7099999999999995,20,101
1971Q2,1971,R&D,7,67,2,2.796666666666667,13,85
1971Q2,1971,RH,8,56,2,4.52,7,61
1971Q2,1971,Support,10,38,1,5.6066666666666665,7,58
1971Q2,1971,Ventes,10,111,20,4.1499999999999995,25,86
1971Q3,1971,Achats,5,57,9,1.7866666666666668,14,98
1971Q3,1971,Administration,5,24,4,1.8966666666666665,8,88
1971Q3,1971,Finance,3,33,5,1.2266666666666666,7,84
1971Q3,1971,IT,10,36,4,4.873333333333334,10,67
1971Q3,1971,Juridique,7,13,3,4.743333333333333,6,46
1971Q3,1971,Marketing,12,57,10,5.966666666666666,14,68
1971Q3,1971,Opérations,4,80,9,1.3166666666666667,17,109
1971Q3,1971,R&D,6,47,11,2.4133333333333336,19,84
1971Q3,1971,RH,7,25,4,4.076666666666667,7,58
1971Q3,1971,Support,7,22,2,4.233333333333333,7,53
1971Q3,1971,Ventes,14,77,5,5.7700000000000005,18,84
1971Q4,1971,Achats,9,56,4,3.1633333333333336,11,96
1971Q4,1971,Administration,4,32,1,1.54,6,87
1971Q4,1971,Finance,10,25,5,4.196666666666666,8,78
1971Q4,1971,IT,8,35,1,4.123333333333334,7,63
1971Q4,1971,Juridique,0,18,6,0.0,9,49
1971Q4,1971,Marketing,7,51,4,3.5933333333333337,12,67
1971Q4,1971,Opérations,9,44,3,2.83,11,109
1971Q4,1971,R&D,10,82,13,4.1433333333333335,24,82
1971Q4,1971,RH,5,34,7,3.026666666666667,10,57
1971Q4,1971,Support,5,36,7,3.233333333333333,10,52
1971Q4,1971,Ventes,15,60,3,6.3500000000000005,13,77
1972Q1,1972,Achats,7,39,1,2.51,7,94
1972Q1,1972,Administration,4,24,3,1.5533333333333335,5,87
1972Q1,1972,Finance,6,48,7,2.6366666666666667,9,78
1972Q1,1972,IT,10,24,2,5.743333333333333,7,55
1972Q1,1972,Juridique,1,30,3,0.6933333333333334,8,52
1972Q1,1972,Marketing,7,33,4,3.6,12,64
1972Q1,1972,Opérations,8,44,4,2.5399999999999996,10,106
1972Q1,1972,R&D,11,123,14,4.626666666666666,25,84
1972Q1,1972,RH,5,36,6,3.026666666666667,9,59
1972Q1,1972,Support,3,42,5,1.9799999999999998,10,54
1972Q1,1972,Ventes,6,48,1,2.6833333333333336,8,77
1972Q2,1972,Achats,8,33,3,2.9433333333333334,7,89
1972Q2,1972,Administration,12,20,7,4.923333333333333,10,77
1972Q2,1972,Finance,6,34,9,2.65,15,75
1972Q2,1972,IT,9,30,3,5.94,8,48
1972Q2,1972,Juridique,3,31,2,1.9400000000000002,6,53
1972Q2,1972,Marketing,8,60,8,4.333333333333333,13,63
1972Q2,1972,Opérations,10,30,1,3.2866666666666666,7,100
1972Q2,1972,R&D,16,138,12,6.863333333333333,22,83
1972Q2,1972,RH,8,25,0,4.766666666666667,5,55
1972Q2,1972,Support,6,50,11,3.8266666666666667,13,56
1972Q2,1972,Ventes,9,46,11,4.083333333333333,13,74
1972Q3,1972,Achats,9,20,2,3.53,6,83
1972Q3,1972,Administration,6,39,4,2.6633333333333336,8,77
1972Q3,1972,Finance,10,47,2,4.63,11,71
1972Q3,1972,IT,5,40,5,3.6099999999999994,9,47
1972Q3,1972,Juridique,1,26,3,0.6166666666666667,6,55
1972Q3,1972,Marketing,10,58,12,5.636666666666667,18,60
1972Q3,1972,Opérations,7,18,3,2.4,7,96
1972Q3,1972,R&D,8,71,11,3.263333333333333,23,85
1972Q3,1972,RH,4,26,6,2.533333333333333,8,54
1972Q3,1972,Support,8,39,2,5.116666666666666,8,55
1972Q3,1972,Ventes,14,42,3,6.913333333333334,11,65
1972Q4,1972,Achats,9,35,10,3.7899999999999996,12,78
1972Q4,1972,Administration,3,29,2,1.31,7,77
1972Q4,1972,Finance,5,51,6,2.4299999999999997,11,72
1972Q4,1972,IT,6,29,4,4.463333333333334,10,44
1972Q4,1972,Juridique,1,21,0,0.6166666666666667,4,56
1972Q4,1972,Marketing,5,93,17,2.796666666666667,22,68
1972Q4,1972,Opérations,15,23,2,5.61,6,84
1972Q4,1972,R&D,10,66,0,4.076666666666667,15,83
1972Q4,1972,RH,5,34,2,3.223333333333333,6,53
1972Q4,1972,Support,5,29,4,3.116666666666667,8,54
1972Q4,1972,Ventes,11,100,42,6.066666666666666,41,66
1973Q1,1973,Achats,4,50,5,1.71,11,80
1973Q1,1973,Administration,5,26,1,2.21,5,75
1973Q1,1973,Finance,5,60,11,2.3166666666666664,13,76
1973Q1,1973,IT,7,47,8,5.653333333333333,13,42
1973Q1,1973,Juridique,5,26,7,3.1,8,54
1973Q1,1973,Marketing,9,71,3,4.573333333333333,14,70
1973Q1,1973,Opérations,6,29,5,2.4633333333333334,9,80
1973Q1,1973,R&D,10,71,7,4.22,16,79
1973Q1,1973,RH,6,43,11,3.9233333333333333,13,51
1973Q1,1973,Support,2,34,15,1.2466666666666668,20,55
1973Q1,1973,Ventes,16,137,2,8.546666666666667,21,72
1973Q2,1973,Achats,9,35,2,3.91,8,76
1973Q2,1973,Administration,5,42,14,2.313333333333333,14,75
1973Q2,1973,Finance,8,46,4,3.6799999999999997,11,74
1973Q2,1973,IT,5,102,15,4.196666666666666,19,46
1973Q2,1973,Juridique,5,26,2,3.17,5,54
1973Q2,1973,Marketing,8,52,3,3.9733333333333327,10,69
1973Q2,1973,Opérations,8,34,2,3.4466666666666668,6,77
1973Q2,1973,R&D,12,55,1,5.3999999999999995,10,74
1973Q2,1973,RH,5,53,2,3.4033333333333338,9,52
1973Q2,1973,Support,3,93,20,1.83,26,66
1973Q2,1973,Ventes,13,86,4,6.373333333333334,13,71
1973Q3,1973,Achats,6,51,13,2.6833333333333336,15,76
1973Q3,1973,Administration,3,52,2,1.3166666666666667,10,78
1973Q3,1973,Finance,4,44,6,1.8266666666666669,12,75
1973Q3,1973,IT,9,63,4,7.260000000000001,16,44
1973Q3,1973,Juridique,5,17,7,3.216666666666667,9,52
1973Q3,1973,Marketing,4,32,1,1.9533333333333331,7,69
1973Q3,1973,Opérations,8,23,1,3.6300000000000003,5,71
1973Q3,1973,R&D,6,45,6,2.78,12,72
1973Q3,1973,RH,4,44,7,2.6333333333333333,9,55
1973Q3,1973,Support,9,140,28,4.573333333333333,32,79
1973Q3,1973,Ventes,14,35,4,7.223333333333334,10,64
1973Q4,1973,Achats,4,71,5,1.7766666666666666,12,80
1973Q4,1973,Administration,7,57,10,3.1233333333333335,13,78
1973Q4,1973,Finance,6,71,9,2.7733333333333334,13,77
1973Q4,1973,IT,3,65,3,2.2533333333333334,14,46
1973Q4,1973,Juridique,3,43,6,1.9799999999999998,9,55
1973Q4,1973,Marketing,9,54,26,4.556666666666667,24,69
1973Q4,1973,Opérations,14,14,1,7.226666666666667,4,59
1973Q4,1973,R&D,4,53,5,1.8633333333333333,11,74
1973Q4,1973,RH,6,29,1,3.78,6,53
1973Q4,1973,Support,12,155,28,5.123333333333334,33,94
1973Q4,1973,Ventes,9,67,26,4.933333333333334,28,63
1974Q1,1974,Achats,2,31,3,0.86,8,85
1974Q1,1974,Administration,6,36,4,2.6233333333333335,11,78
1974Q1,1974,Finance,9,41,1,4.066666666666667,8,74
1974Q1,1974,IT,5,42,0,3.753333333333334,9,46
1974Q1,1974,Juridique,2,44,6,1.2233333333333334,11,57
1974Q1,1974,Marketing,7,87,1,3.52,13,74
1974Q1,1974,Opérations,9,28,22,5.45,23,53
1974Q1,1974,R&D,4,61,9,1.8499999999999999,15,75
1974Q1,1974,RH,3,21,1,1.9466666666666665,4,53
1974Q1,1974,Support,11,132,14,4.0633333333333335,31,99
1974Q1,1974,Ventes,15,65,1,8.26,13,64
1974Q2,1974,Achats,4,46,12,1.57,13,88
1974Q2,1974,Administration,9,46,3,4.09,10,73
1974Q2,1974,Finance,7,45,11,3.276666666666667,14,72
1974Q2,1974,IT,11,27,0,8.926666666666668,6,38
1974Q2,1974,Juridique,5,34,6,3.033333333333333,11,58
1974Q2,1974,Marketing,7,70,13,3.2133333333333334,15,78
1974Q2,1974,Opérations,1,85,19,0.5499999999999999,30,64
1974Q2,1974,R&D,1,58,5,0.44,13,81
1974Q2,1974,RH,5,17,9,3.28,10,51
1974Q2,1974,Support,10,163,19,3.4066666666666667,30,109
1974Q2,1974,Ventes,9,54,0,5.04,7,61
1974Q3,1974,Achats,6,59,3,2.28,10,88
1974Q3,1974,Administration,1,45,14,0.45333333333333337,16,80
1974Q3,1974,Finance,3,55,8,1.4000000000000001,15,76
1974Q3,1974,IT,3,16,5,2.7266666666666666,10,36
1974Q3,1974,Juridique,2,38,6,1.1466666666666667,11,62
1974Q3,1974,Marketing,9,52,0,4.086666666666667,8,76
1974Q3,1974,Opérations,9,77,4,4.886666666666667,18,71
1974Q3,1974,R&D,11,41,4,4.806666666666667,11,76
1974Q3,1974,RH,4,30,2,2.6666666666666665,8,51
1974Q3,1974,Support,13,89,5,4.176666666666667,17,114
1974Q3,1974,Ventes,7,35,5,4.01,7,59
1974Q4,1974,Achats,5,59,14,1.92,16,91
1974Q4,1974,Administration,5,88,10,2.15,16,85
1974Q4,1974,Finance,7,48,7,3.1633333333333336,15,76
1974Q4,1974,IT,7,54,7,7.113333333333333,13,33
1974Q4,1974,Juridique,3,51,3,1.6666666666666667,9,64
1974Q4,1974,Marketing,10,45,15,4.656666666666667,15,74
1974Q4,1974,Opérations,4,103,32,1.9266666666666665,33,84
1974Q4,1974,R&D,10,46,7,4.6433333333333335,14,70
1974Q4,1974,RH,3,41,9,1.9799999999999998,11,54
1974Q4,1974,Support,14,75,9,4.323333333333333,17,109
1974Q4,1974,Ventes,5,30,5,2.9299999999999997,8,58
1975Q1,1975,Achats,5,65,4,1.8999999999999997,11,95
1975Q1,1975,Administration,4,72,11,1.5899999999999999,17,91
1975Q1,1975,Finance,4,44,0,1.7666666666666666,8,79
1975Q1,1975,IT,8,110,22,9.293333333333335,25,35
1975Q1,1975,Juridique,7,24,2,3.84,8,60
1975Q1,1975,Marketing,13,64,10,6.296666666666667,17,69
1975Q1,1975,Opérations,11,168,30,4.276666666666666,34,102
1975Q1,1975,R&D,8,77,10,3.9066666666666663,17,69
1975Q1,1975,RH,4,54,11,2.4966666666666666,16,56
1975Q1,1975,Support,13,56,5,4.146666666666667,11,107
1975Q1,1975,Ventes,8,35,5,4.943333333333333,8,55
1975Q2,1975,Achats,6,33,4,2.1733333333333333,10,94
1975Q2,1975,Administration,4,63,2,1.4500000000000002,9,97
1975Q2,1975,Finance,11,32,2,4.946666666666666,6,72
1975Q2,1975,IT,4,82,9,3.85,23,42
1975Q2,1975,Juridique,2,52,8,1.1133333333333333,12,62
1975Q2,1975,Marketing,6,58,3,2.9766666666666666,12,71
1975Q2,1975,Opérations,16,106,5,5.833333333333333,19,106
1975Q2,1975,R&D,13,73,11,6.69,18,66
1975Q2,1975,RH,6,66,11,3.7566666666666664,18,59
1975Q2,1975,Support,14,41,3,4.62,10,97
1975Q2,1975,Ventes,8,49,25,5.093333333333333,26,54
1975Q3,1975,Achats,12,39,4,4.493333333333333,9,87
1975Q3,1975,Administration,5,39,9,1.7666666666666668,12,98
1975Q3,1975,Finance,4,18,0,1.8999999999999997,4,70
1975Q3,1975,IT,4,81,5,3.1533333333333338,18,48
1975Q3,1975,Juridique,0,44,5,0.0,11,68
1975Q3,1975,Marketing,10,32,1,4.976666666666667,7,67
1975Q3,1975,Opérations,11,52,2,3.573333333333333,11,105
1975Q3,1975,R&D,4,66,5,2.09,16,69
1975Q3,1975,RH,6,54,2,3.48,10,63
1975Q3,1975,Support,7,62,17,2.476666666666667,16,101
1975Q3,1975,Ventes,11,62,2,6.97,14,57
1975Q4,1975,Achats,4,24,1,1.5666666666666667,6,87
1975Q4,1975,Administration,7,51,5,2.4566666666666666,10,98
1975Q4,1975,Finance,9,30,11,4.543333333333333,10,66
1975Q4,1975,IT,3,75,3,2.1,14,52
1975Q4,1975,Juridique,2,46,6,0.9700000000000001,12,71
1975Q4,1975,Marketing,8,28,12,4.233333333333333,16,62
1975Q4,1975,Opérations,10,44,27,3.32,34,99
1975Q4,1975,R&D,3,57,1,1.42,11,72
1975Q4,1975,RH,4,49,7,2.1999999999999997,10,66
1975Q4,1975,Support,13,57,0,4.57,10,94
1975Q4,1975,Ventes,9,80,34,5.5,39,57
1976Q1,1976,Achats,4,30,4,1.5566666666666666,6,87
1976Q1,1976,Administration,4,39,1,1.38,7,98
1976Q1,1976,Finance,3,32,3,1.4933333333333334,8,68
1976Q1,1976,IT,6,77,15,3.9466666666666668,22,53
1976Q1,1976,Juridique,5,33,0,2.356666666666667,6,72
1976Q1,1976,Marketing,7,69,13,3.733333333333333,19,65
1976Q1,1976,Opérations,17,132,23,5.996666666666667,33,106
1976Q1,1976,R&D,1,36,0,0.47333333333333333,7,75
1976Q1,1976,RH,4,28,6,2.0366666666666666,11,67
1976Q1,1976,Support,11,41,6,4.06,11,88
1976Q1,1976,Ventes,6,128,14,3.5399999999999996,35,69
1976Q2,1976,Achats,6,23,6,2.3666666666666667,10,83
1976Q2,1976,Administration,4,24,3,1.3833333333333335,7,97
1976Q2,1976,Finance,4,50,7,1.9566666666666668,9,70
1976Q2,1976,IT,5,93,1,3.2866666666666666,15,56
1976Q2,1976,Juridique,3,19,3,1.4166666666666667,8,70
1976Q2,1976,Marketing,11,114,22,6.116666666666667,31,64
1976Q2,1976,Opérations,15,102,4,4.87,17,111
1976Q2,1976,R&D,5,52,18,2.25,20,75
1976Q2,1976,RH,8,52,12,4.11,16,66
1976Q2,1976,Support,8,66,20,3.1300000000000003,22,89
1976Q2,1976,Ventes,13,111,7,6.623333333333334,22,76
1976Q3,1976,Achats,7,42,2,2.9133333333333336,8,80
1976Q3,1976,Administration,6,32,14,2.126666666666667,16,96
1976Q3,1976,Finance,2,32,5,0.9499999999999998,10,72
1976Q3,1976,IT,9,60,5,5.840000000000001,15,52
1976Q3,1976,Juridique,2,32,6,0.9633333333333333,10,72
1976Q3,1976,Marketing,10,114,5,5.2,18,72
1976Q3,1976,Opérations,10,51,3,3.116666666666667,12,109
1976Q3,1976,R&D,4,80,5,1.7966666666666669,16,80
1976Q3,1976,RH,6,48,8,3.1233333333333335,16,68
1976Q3,1976,Support,6,120,22,2.2566666666666664,26,101
1976Q3,1976,Ventes,16,86,7,7.503333333333333,17,72
1976Q4,1976,Achats,8,31,2,3.473333333333333,6,76
1976Q4,1976,Administration,8,62,11,2.8066666666666666,16,99
1976Q4,1976,Finance,6,41,2,2.83,7,71
1976Q4,1976,IT,6,71,17,3.986666666666667,22,56
1976Q4,1976,Juridique,5,37,0,2.3666666666666667,6,71
1976Q4,1976,Marketing,7,68,7,3.283333333333333,16,74
1976Q4,1976,Opérations,14,68,20,4.58,22,105
1976Q4,1976,R&D,9,60,1,3.9433333333333334,11,77
1976Q4,1976,RH,10,48,2,5.223333333333334,10,66
1976Q4,1976,Support,13,78,1,4.3999999999999995,13,102
1976Q4,1976,Ventes,8,62,1,3.8833333333333333,9,73
1977Q1,1977,Achats,9,36,6,4.19,8,71
1977Q1,1977,Administration,5,47,2,1.6933333333333334,9,103
1977Q1,1977,Finance,4,26,7,1.9333333333333333,10,71
1977Q1,1977,IT,5,91,12,2.9299999999999997,22,63
1977Q1,1977,Juridique,3,24,5,1.4433333333333334,9,70
1977Q1,1977,Marketing,8,68,11,3.8033333333333332,13,80
1977Q1,1977,Opérations,10,68,14,3.2266666666666666,24,107
1977Q1,1977,R&D,10,44,11,4.636666666666667,19,70
1977Q1,1977,RH,4,28,3,2.04,9,66
1977Q1,1977,Support,10,40,2,3.3866666666666667,9,98
1977Q1,1977,Ventes,14,40,3,6.976666666666667,8,63
1977Q2,1977,Achats,2,43,5,0.94,9,73
1977Q2,1977,Administration,5,39,6,1.6600000000000001,10,103
1977Q2,1977,Finance,6,50,9,2.8699999999999997,13,71
1977Q2,1977,IT,10,94,13,5.696666666666666,27,61
1977Q2,1977,Juridique,4,38,3,1.9266666666666665,8,70
1977Q2,1977,Marketing,9,44,3,3.966666666666667,9,78
1977Q2,1977,Opérations,10,79,1,3.2166666666666663,14,108
1977Q2,1977,R&D,4,93,14,1.9233333333333336,23,76
1977Q2,1977,RH,2,34,3,1.0233333333333334,8,68
1977Q2,1977,Support,9,37,3,3.1966666666666668,7,94
1977Q2,1977,Ventes,9,55,7,5.096666666666667,10,59
1977Q3,1977,Achats,4,58,17,1.8666666666666665,20,75
1977Q3,1977,Administration,6,56,12,1.9800000000000002,14,105
1977Q3,1977,Finance,6,40,4,2.893333333333333,12,70
1977Q3,1977,IT,7,95,9,3.9233333333333333,26,64
1977Q3,1977,Juridique,5,29,7,2.44,9,71
1977Q3,1977,Marketing,7,35,6,3.11,11,75
1977Q3,1977,Opérations,16,57,22,5.303333333333334,28,100
1977Q3,1977,R&D,9,72,3,4.1033333333333335,17,76
1977Q3,1977,RH,7,16,0,3.516666666666667,4,65
1977Q3,1977,Support,12,23,1,4.56,5,85
1977Q3,1977,Ventes,6,38,4,3.5199999999999996,9,58
1977Q4,1977,Achats,3,93,3,1.3166666666666667,13,82
1977Q4,1977,Administration,5,46,8,1.6266666666666667,14,108
1977Q4,1977,Finance,7,52,9,3.5,14,70
1977Q4,1977,IT,9,101,6,4.786666666666666,23,64
1977Q4,1977,Juridique,6,38,3,2.8766666666666665,8,69
1977Q4,1977,Marketing,8,45,8,3.6933333333333334,12,74
1977Q4,1977,Opérations,7,111,21,2.3766666666666665,33,109
1977Q4,1977,R&D,5,59,4,2.266666666666667,12,80
1977Q4,1977,RH,3,22,2,1.58,5,63
1977Q4,1977,Support,13,24,6,5.513333333333333,9,74
1977Q4,1977,Ventes,17,41,18,11.4,24,44
1978Q1,1978,Achats,6,74,3,2.4833333333333334,9,83
1978Q1,1978,Administration,8,65,17,2.5366666666666666,23,108
1978Q1,1978,Finance,6,77,14,2.92,16,76
1978Q1,1978,IT,11,115,4,6.063333333333333,16,64
1978Q1,1978,Juridique,2,39,6,0.9666666666666667,10,71
1978Q1,1978,Marketing,11,48,1,5.293333333333333,8,68
1978Q1,1978,Opérations,11,135,44,3.426666666666667,58,117
1978Q1,1978,R&D,8,48,4,3.483333333333333,10,78
1978Q1,1978,RH,6,24,5,3.3066666666666666,6,61
1978Q1,1978,Support,8,45,5,3.8166666666666664,9,71
1978Q1,1978,Ventes,3,126,27,2.38,25,67
1978Q2,1978,Achats,7,35,8,2.9133333333333336,14,79
1978Q2,1978,Administration,6,81,13,1.9000000000000001,25,113
1978Q2,1978,Finance,8,58,2,3.6166666666666667,12,74
1978Q2,1978,IT,9,63,2,4.983333333333333,11,62
1978Q2,1978,Juridique,3,38,4,1.4466666666666665,8,74
1978Q2,1978,Marketing,9,32,3,4.713333333333334,8,62
1978Q2,1978,Opérations,16,245,3,4.543333333333333,31,131
1978Q2,1978,R&D,8,33,2,3.5500000000000003,8,74
1978Q2,1978,RH,4,29,5,2.263333333333333,9,59
1978Q2,1978,Support,7,66,12,3.4299999999999997,15,70
1978Q2,1978,Ventes,13,95,3,6.696666666666666,14,68
1978Q3,1978,Achats,6,47,4,2.5733333333333337,10,81
1978Q3,1978,Administration,5,81,12,1.5066666666666666,23,122
1978Q3,1978,Finance,6,47,11,2.766666666666666,15,76
1978Q3,1978,IT,9,32,3,5.1499999999999995,10,57
1978Q3,1978,Juridique,7,33,5,3.2600000000000002,10,70
1978Q3,1978,Marketing,9,35,8,5.1466666666666665,11,58
1978Q3,1978,Opérations,19,115,8,5.083333333333333,19,132
1978Q3,1978,R&D,3,46,12,1.38,17,74
1978Q3,1978,RH,5,48,13,2.9133333333333336,16,60
1978Q3,1978,Support,6,61,5,2.8766666666666665,11,73
1978Q3,1978,Ventes,9,51,1,4.666666666666667,9,65
1978Q4,1978,Achats,7,51,10,3.016666666666667,14,80
1978Q4,1978,Administration,12,90,12,3.39,23,122
1978Q4,1978,Finance,5,59,2,2.236666666666667,9,79
1978Q4,1978,IT,10,29,10,6.226666666666667,16,51
1978Q4,1978,Juridique,2,47,6,0.9633333333333333,9,75
1978Q4,1978,Marketing,4,42,3,2.32,9,59
1978Q4,1978,Opérations,19,92,12,5.1466666666666665,18,126
1978Q4,1978,R&D,7,56,4,3.24,13,75
1978Q4,1978,RH,4,67,2,2.31,10,64
1978Q4,1978,Support,13,43,11,6.473333333333334,16,66
1978Q4,1978,Ventes,6,33,2,3.216666666666667,7,63
1979Q1,1979,Achats,8,49,0,3.44,9,77
1979Q1,1979,Administration,10,84,4,2.8200000000000003,17,122
1979Q1,1979,Finance,4,33,1,1.7233333333333334,6,79
1979Q1,1979,IT,8,74,3,5.44,12,50
1979Q1,1979,Juridique,5,41,6,2.266666666666667,9,76
1979Q1,1979,Marketing,9,37,1,5.423333333333333,7,53
1979Q1,1979,Opérations,11,68,6,3.016666666666667,15,124
1979Q1,1979,R&D,2,50,4,0.89,12,78
1979Q1,1979,RH,6,51,5,3.276666666666667,9,64
1979Q1,1979,Support,9,47,18,4.743333333333333,25,66
1979Q1,1979,Ventes,8,32,7,4.456666666666667,9,60
1979Q2,1979,Achats,2,37,1,0.8566666666666668,6,79
1979Q2,1979,Administration,7,71,4,1.9333333333333333,13,123
1979Q2,1979,Finance,7,48,10,3.0833333333333335,9,79
1979Q2,1979,IT,6,62,7,4.166666666666667,12,51
1979Q2,1979,Juridique,9,39,6,4.113333333333333,10,72
1979Q2,1979,Marketing,7,38,11,4.640000000000001,13,51
1979Q2,1979,Opérations,19,104,19,5.3933333333333335,21,118
1979Q2,1979,R&D,7,68,16,3.0933333333333333,22,77
1979Q2,1979,RH,6,41,10,3.203333333333333,14,63
1979Q2,1979,Support,5,94,7,2.4766666666666666,21,72
1979Q2,1979,Ventes,4,40,0,2.296666666666667,6,59
1979Q3,1979,Achats,7,32,7,3.08,11,74
1979Q3,1979,Administration,8,47,6,2.2133333333333334,12,122
1979Q3,1979,Finance,4,35,3,1.7566666666666668,8,79
1979Q3,1979,IT,8,40,1,5.63,8,48
1979Q3,1979,Juridique,3,42,7,1.36,11,75
1979Q3,1979,Marketing,8,39,11,5.483333333333333,18,49
1979Q3,1979,Opérations,17,76,22,5.156666666666666,28,116
1979Q3,1979,R&D,5,99,21,2.1933333333333334,31,84
1979Q3,1979,RH,6,49,1,3.35,10,62
1979Q3,1979,Support,3,72,9,1.3633333333333333,17,82
1979Q3,1979,Ventes,11,40,13,6.813333333333333,13,54
1979Q4,1979,Achats,7,47,9,3.2466666666666666,13,74
1979Q4,1979,Administration,7,49,9,1.9433333333333334,14,122
1979Q4,1979,Finance,7,27,2,3.0433333333333334,6,76
1979Q4,1979,IT,9,47,9,6.793333333333333,13,43
1979Q4,1979,Juridique,5,32,4,2.22,8,77
1979Q4,1979,Marketing,7,73,11,4.906666666666666,21,50
1979Q4,1979,Opérations,13,72,3,3.8833333333333333,18,116
1979Q4,1979,R&D,8,95,4,3.1733333333333333,23,88
1979Q4,1979,RH,4,36,5,2.2266666666666666,9,64
1979Q4,1979,Support,9,57,3,3.81,11,82
1979Q4,1979,Ventes,10,59,4,6.6866666666666665,12,49
1980Q1,1980,Achats,4,33,1,1.8633333333333333,8,76
1980Q1,1980,Administration,11,38,5,3.0933333333333333,11,119
1980Q1,1980,Finance,7,33,8,3.1633333333333336,10,73
1980Q1,1980,IT,8,45,4,6.843333333333334,12,40
1980Q1,1980,Juridique,1,38,9,0.43333333333333335,12,81
1980Q1,1980,Marketing,7,78,4,4.883333333333334,16,52
1980Q1,1980,Opérations,10,131,32,2.856666666666667,27,129
1980Q1,1980,R&D,9,69,0,3.5,14,88
1980Q1,1980,RH,10,34,13,5.54,15,61
1980Q1,1980,Support,9,38,3,3.8333333333333335,9,78
1980Q1,1980,Ventes,5,36,4,3.436666666666667,9,51
1980Q2,1980,Achats,5,39,11,2.2600000000000002,12,78
1980Q2,1980,Administration,11,42,5,3.19,10,114
1980Q2,1980,Finance,5,50,3,2.3633333333333333,8,73
1980Q2,1980,IT,2,71,23,1.7066666666666668,27,46
1980Q2,1980,Juridique,8,46,1,3.4433333333333334,8,78
1980Q2,1980,Marketing,1,66,14,0.6333333333333333,22,59
1980Q2,1980,Opérations,8,85,2,2.1333333333333333,14,136
1980Q2,1980,R&D,11,62,15,4.41,23,83
1980Q2,1980,RH,7,58,6,4.043333333333333,13,62
1980Q2,1980,Support,10,35,7,4.573333333333333,12,72
1980Q2,1980,Ventes,4,55,25,2.6799999999999997,25,56
1980Q3,1980,Achats,8,31,0,3.526666666666667,7,75
1980Q3,1980,Administration,10,29,1,3.0500000000000003,6,109
1980Q3,1980,Finance,5,37,11,2.356666666666667,12,75
1980Q3,1980,IT,9,92,6,7.06,24,46
1980Q3,1980,Juridique,4,31,7,1.7533333333333332,12,77
1980Q3,1980,Marketing,6,82,11,3.47,18,68
